Region,Date,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Std_confidence,Var_confidence,Count,Replaced
NT,4/7/2012,38833.12,326.6938144,200.2659794,88.01030928,8.069354122,65.11447595,97,R
NT,4/8/2012,2790.72,323.8986842,99.08684211,88.31578947,7.732365336,59.78947368,38,R
NT,4/9/2012,374.08,314.8307692,43.71538462,85.30769231,5.391113295,29.06410256,13,R
NT,4/10/2012,9410.17,323.0808219,85.98356164,89.23287671,8.186235989,67.01445967,73,R
NT,4/11/2012,6203.91,321.4833333,82.17719298,87.21052632,7.110698283,50.56203008,57,R
NT,4/12/2012,398.2,318.053125,60.66875,87.9375,7.103696221,50.4625,16,R
NT,4/13/2012,7910.1,321.3095588,60.66029412,88.32352941,7.197514448,51.80421422,68,R
NT,4/14/2012,1678.56,318.8625,192.095,87.4,7.133316937,50.88421053,20,R
NT,4/15/2012,18785,316.9692308,40.05299145,87.95726496,7.756413545,60.16195108,117,R
NT,4/16/2012,3553.22,324.2904762,79.45952381,87.95238095,6.889201097,47.46109175,42,R
NT,4/17/2012,9346.26,315.2521429,72.87714286,85.05714286,7.156401238,51.21407867,70,R
NT,4/18/2012,5850.63,322.9921875,62.8046875,87.0625,7.673651063,58.88492063,64,R
NT,4/19/2012,8777.16,317.1112069,94.34482759,88.27586207,7.95115153,63.22081065,58,R
NT,4/20/2012,6999.85,317.4116071,53.26785714,87.33928571,7.784078823,60.59188312,56,R
NT,4/21/2012,908.8,322.0368421,119.0894737,90,9.9944429,99.88888889,19,R
NT,4/22/2012,243,319.6178571,40.28571429,86,8.421583991,70.92307692,14,R
NT,4/25/2012,5.28,314.025,29.95,81,5.656854249,32,2,R
NT,4/27/2012,1701.54,324.7426829,44.27560976,86.85365854,7.069515456,49.97804878,41,R
NT,4/28/2012,5567.7,315.4861111,131.8916667,86,6.615997927,43.77142857,36,R
NT,4/29/2012,111409.92,323.7350187,67.75505618,88.12359551,7.465943063,55.74030582,267,R
NT,4/30/2012,6443.94,316.5402174,102.2934783,85.06521739,7.427881929,55.17342995,46,R
NT,5/1/2012,88411.44,319.6870968,70.12626728,87.65898618,7.569665637,57.29983786,217,R
NT,5/2/2012,3587.81,318.6615385,66.57179487,87.41025641,7.580160909,57.45883941,39,R
NT,5/3/2012,107825.9,318.7073113,90.0009434,88.08962264,7.61928744,58.05354109,212,R
NT,5/4/2012,55573.7,321.8028061,56.78367347,86.84693878,7.345470666,53.9559393,196,R
NT,5/5/2012,16660,314.4714286,40.19142857,86.7047619,7.77189687,60.40238095,105,R
NT,5/6/2012,31946.13,320.9321429,64.65,86.14285714,7.2702918,52.85714286,140,R
NT,5/7/2012,1737.75,315.0565217,89.57826087,85.13043478,7.753617032,60.11857708,23,R
NT,5/8/2012,25289.88,315.7975,50.03666667,86.21666667,8.2718347,68.4232493,120,R
NT,5/9/2012,1374.89,323.412,79.408,86.76,7.473731776,55.85666667,25,R
NT,5/10/2012,4398.56,315.6431373,49.10196078,85.29411765,7.057745016,49.81176471,51,R
NT,5/11/2012,39120.16,318.9179577,70.01901408,86.73239437,7.137867744,50.94915593,142,R
NT,5/12/2012,51321.74,315.6477273,85.37857143,86.71428571,7.708508401,59.42110177,154,R
NT,5/13/2012,37587.68,322.9732919,63.57142857,87.53416149,8.202157533,67.2753882,161,R
NT,5/14/2012,33235.44,313.6118852,67.89508197,85.89344262,7.622072533,58.0959897,122,R
NT,5/15/2012,495446.92,323.3912969,68.09232082,88.69624573,8.063416567,65.01868674,586,R
NT,5/16/2012,25438.56,317.0307339,102.9724771,89.60550459,8.201194977,67.25959905,109,R
NT,5/17/2012,109563.72,319.029845,51.51976744,85.96124031,7.351542998,54.04518445,258,R
NT,5/18/2012,49910.08,321.9793333,77.674,86.68666667,7.252064429,52.59243848,150,R
NT,5/19/2012,73128.56,320.3013021,70.890625,85.90104167,7.355989045,54.11057483,192,R
NT,5/20/2012,15731.6,320.7266055,46.85963303,86.72477064,6.874364024,47.25688073,109,R
NT,5/21/2012,32123.52,314.2934426,73.08114754,87.98360656,8.148400042,66.39642325,122,R
NT,5/22/2012,155978.55,324.4687097,72.18258065,88.47419355,7.541748647,56.87797265,310,R
NT,5/23/2012,8503.54,314.6180328,66.2557377,84.83606557,6.473485223,41.90601093,61,R
NT,5/24/2012,6784.05,314.8106557,61.79016393,86.03278689,7.099218767,50.3989071,61,R
NT,5/25/2012,4990.56,310.3423077,67.66923077,82.79487179,5.939074388,35.27260459,39,R
NT,5/26/2012,83145.96,317.0031128,63.81284047,87.65758755,8.054954731,64.88229572,257,R
NT,5/27/2012,87644.49,320.057971,85.28164251,87.0531401,7.32544954,53.66221097,207,R
NT,5/28/2012,156168.96,320.5650456,88.24984802,87.70516717,8.187661973,67.03780858,329,R
NT,5/29/2012,5369.81,315.6382353,55.0254902,84.45098039,6.549240339,42.89254902,51,R
NT,5/30/2012,11642.58,314.2395833,83.37222222,87.27777778,8.126157074,66.03442879,72,R
NT,5/31/2012,15916,318.6388889,60.15050505,86.08080808,7.760018893,60.21789322,99,R
NT,6/1/2012,2182.24,315.78,144.32,88.52,7.206016005,51.92666667,25,R
NT,6/2/2012,32804.2,318.367029,74.40724638,87.05797101,7.450829686,55.51486301,138,R
NT,6/3/2012,22134.25,319.4824468,78.8393617,85.68085106,7.097194305,50.37016701,94,R
NT,6/4/2012,28516.3,315.379771,56.00992366,85.75572519,7.124272274,50.75525543,131,R
NT,6/5/2012,33753.09,318.5401408,62.10704225,85.43661972,7.551679902,57.02786934,142,R
NT,6/6/2012,160130.52,320.4582792,85.78831169,88.47402597,7.87375805,61.99606582,308,R
NT,6/7/2012,112337.76,321.0940647,57.32122302,86.79136691,7.724474508,59.66750643,278,R
NT,6/8/2012,16145.91,315.0316456,86.01898734,85.53164557,8.205431977,67.32911392,79,R
NT,6/9/2012,97773,320.7134694,58.06897959,85.57142857,7.634047978,58.27868852,245,R
NT,6/10/2012,19051.2,316.1493243,100.2513514,84.68918919,7.161398952,51.28563495,74,R
NT,6/11/2012,45994.95,317.3523669,50.02426036,85.55621302,7.00837763,49.117357,169,R
NT,6/12/2012,22684.5,319.3141414,73.11717172,84.75757576,7.253557761,52.61410019,99,R
NT,6/13/2012,13485.42,316.0764706,63.53764706,88.31764706,8.069949791,65.12408964,85,R
NT,6/14/2012,164344.02,321.8658784,100.5733108,88.90540541,8.329923871,69.3876317,296,R
NT,6/15/2012,167734.68,317.0845238,82.8047619,91.22789116,8.45339185,71.45983376,294,R
NT,6/16/2012,153139.98,322.4378333,78.12233333,88.18333333,8.318275135,69.19370123,300,R
NT,6/17/2012,87426.3,316.0472727,177.489697,88.6969697,8.562128925,73.31005174,165,R
NT,6/18/2012,264828.55,321.3655422,61.81927711,87.20963855,7.69603095,59.22889238,415,R
NT,6/19/2012,70744.56,320.4402941,98.98,88.02352941,7.885236704,62.17695788,170,R
NT,6/20/2012,152685.6,319.7115108,98.60503597,86.71942446,8.116506137,65.87767187,278,R
NT,6/21/2012,74799.3,322.9590909,61.64409091,87.80909091,7.225014202,52.20083022,220,R
NT,6/22/2012,45154.72,315.0379433,80.31914894,86.90780142,7.811073375,61.01286727,141,R
NT,6/23/2012,169499.2,319.9687683,54.01554252,86.59237537,7.759309433,60.20688287,341,R
NT,6/24/2012,90008.52,311.4067308,59.07932692,85.72596154,7.571041897,57.3206754,208,R
NT,6/25/2012,470806.5,322.507016,95.88738899,88.07104796,8.2199694,67.56789694,563,R
NT,6/26/2012,97982.28,319.3496855,289.972956,88.1572327,8.449803077,71.39917204,159,R
NT,6/27/2012,332166.24,319.2602423,65.47334802,86.73788546,7.723106635,59.64637609,454,R
NT,6/28/2012,49260.55,319.8899329,74.68120805,86.41610738,7.158533625,51.24460366,149,R
NT,6/29/2012,107769.48,317.6484,60.7344,86.668,7.770152966,60.37527711,250,R
NT,6/30/2012,166844.08,321.8669463,79.39295302,87.08724832,7.721527811,59.62199173,298,R
NT,7/1/2012,150175.96,314.0354839,84.06129032,86.43145161,7.826259823,61.25034282,248,R
NT,7/2/2012,171942.13,320.6364672,47.86980057,86.03988604,7.432254339,55.23840456,351,R
NT,7/3/2012,43592.93,312.4034615,76.85923077,86.51538462,8.263335115,68.28270722,130,R
NT,7/4/2012,326622.92,317.4471198,64.50714286,86.74884793,7.749189695,60.04994093,434,R
NT,7/5/2012,137505.82,322.508945,199.2311927,88.82568807,8.275602961,68.48560436,218,R
NT,7/6/2012,273950.97,321.5443765,92.1799511,87.83863081,8.098860612,65.59154322,409,R
NT,7/7/2012,186867.9,322.7408582,143.3940299,89.20895522,7.895928526,62.34568729,268,R
NT,7/8/2012,74487.6,317.1067839,76.21055276,88.46231156,8.458892678,71.55286534,199,R
NT,7/9/2012,24367.32,323.7291304,93.22347826,88.42608696,8.339360139,69.54492754,115,R
NT,7/10/2012,9678.24,319.7807018,144.8736842,88.80701754,7.933740328,62.94423559,57,R
NT,7/11/2012,18705.06,320.7065,79.299,89.43,7.506569513,56.34858586,100,R
NT,7/12/2012,1321.92,311.3625,88.125,84.1,8.674827467,75.25263158,20,R
NT,7/13/2012,16705.45,317.3567308,48.76442308,86.60576923,7.673454772,58.88190814,104,R
NT,7/14/2012,24607.17,315.85625,116.5511364,89.10227273,8.515084347,72.50666144,88,R
NT,7/15/2012,15452.1,313.7528409,69.77727273,89.11363636,8.701211196,75.71107628,88,R
NT,7/16/2012,33578.96,322.997351,64.04039735,88.81456954,7.789226725,60.67205298,151,R
NT,7/17/2012,20468.4,315.6429487,127.3217949,89.88461538,8.294859571,68.8046953,78,R
NT,7/18/2012,69639.84,323.1456332,51.36855895,86.72052402,7.706261278,59.38646288,229,R
NT,7/19/2012,13193.56,313.2030488,51.81829268,86.25609756,8.059670942,64.95829569,82,R
NT,7/20/2012,117998.4,321.7080986,56.68204225,86.61619718,7.590017038,57.60835863,284,R
NT,7/21/2012,33876.96,319.9650485,124.4475728,86.98058252,7.986484395,63.78393299,103,R
NT,7/22/2012,93427.34,317.4718,57.5388,86.916,7.946921305,63.15355823,250,R
NT,7/23/2012,43733.69,322.2098639,74.18231293,87.10204082,8.013460161,64.21554375,147,R
NT,7/24/2012,57229.14,320.4201389,138.3631944,88.78472222,7.898980367,62.39389083,144,R
NT,7/25/2012,18416.2,325.9347619,88.54380952,88.97142857,8.17648733,66.85494505,105,R
NT,7/26/2012,11190.42,316.685,85.27857143,89.3,7.936980041,62.99565217,70,R
NT,7/27/2012,97097.3,320.0051181,55.36535433,87.04724409,7.263377483,52.75665245,254,R
NT,7/28/2012,21189.86,316.8134146,127.297561,88.7195122,7.966402274,63.46356519,82,R
NT,7/29/2012,64945.23,319.1901478,57.59261084,85.83251232,8.112545418,65.81339316,203,R
NT,7/30/2012,68275.98,319.7037975,113.9094937,88.25949367,8.314043357,69.12331694,158,R
NT,7/31/2012,137299.14,317.7010239,57.40614334,86.10238908,7.659028231,58.66071345,293,R
NT,8/1/2012,81536.6,324.537799,82.94593301,87.56937799,7.504884313,56.32328855,209,R
NT,8/2/2012,51360.3,317.7542484,89.94444444,88.48366013,8.778790661,77.06716546,153,R
NT,8/3/2012,86452.8,321.9031818,68.28227273,88.40454545,8.136673687,66.2054587,220,R
NT,8/4/2012,75892.85,321.1359043,121.6005319,91.77659574,8.242519545,67.93912846,188,R
NT,8/5/2012,142828.92,323.1750859,70.85945017,88.5532646,8.304117051,68.95836,291,R
NT,8/6/2012,182987.94,325.2393258,139.9048689,90.2247191,8.192816598,67.12224381,267,R
NT,8/7/2012,373061.48,324.2096452,121.3625277,89.90687361,8.01388915,64.22241932,451,R
NT,8/8/2012,134264.11,327.8280392,98.56588235,88.81176471,7.813516631,61.05104215,255,R
NT,8/9/2012,98377.04,321.5237668,103.9569507,89.87892377,8.824548821,77.8726619,223,R
NT,8/10/2012,135442.86,329.1488294,87.94214047,89.05351171,8.101110996,65.62799937,299,R
NT,8/11/2012,95932.62,316.8764851,74.96336634,86.5,8.030569703,64.49004975,202,R
NT,8/12/2012,365661.25,324.1573626,96.3956044,88.43076923,8.112584615,65.81402914,455,R
NT,8/13/2012,62040,321.7923077,128.1755245,88.03496503,8.84961413,78.31567025,143,R
NT,8/14/2012,170373,323.134375,67.664375,87.5875,7.576889048,57.40924765,320,R
NT,8/15/2012,87105.42,323.9825758,87.0540404,88.45454545,7.612803438,57.95477619,198,R
NT,8/16/2012,116337.54,322.0823651,124.4120332,89.27385892,8.430580573,71.0746888,241,R
NT,8/17/2012,44464.8,326.9231928,69.88493976,89.27710843,7.762869281,60.26213947,166,R
NT,8/18/2012,63895.86,313.3556213,63.96982249,90.0591716,8.364255113,69.9607636,169,R
NT,8/19/2012,117305.59,326.9025271,75.27978339,88.4765343,7.840598883,61.47499084,277,R
NT,8/20/2012,105934.08,319.1507426,112.15,89.94059406,8.519012138,72.5735678,202,R
NT,8/21/2012,206956.96,325.1488732,83.56450704,89.85352113,8.293756262,68.78639293,355,R
NT,8/22/2012,78871.08,326.7599432,133.2517045,89.14204545,8.11117355,65.79113636,176,R
NT,8/23/2012,95467.68,321.9161765,74.61428571,89.78151261,8.121087479,65.95206184,238,R
NT,8/24/2012,36241.92,331.4357143,90.7474026,89.88311688,8.288860193,68.70520329,154,R
NT,8/25/2012,105637.56,321.9938034,99.23119658,90.4017094,8.154684616,66.49888119,234,R
NT,8/26/2012,76280.5,327.4013636,72.03909091,88.24545455,8.210903057,67.41892902,220,R
NT,8/27/2012,108729.4,321.5337379,138.3917476,90.15048544,8.128941056,66.07968269,206,R
NT,8/28/2012,432217.66,330.584308,101.6923977,90.68226121,8.139315343,66.24845425,513,R
NT,8/29/2012,126343.36,319.655291,130.5269841,89.31216931,8.095369707,65.53501069,189,R
NT,8/30/2012,508905.68,328.3128759,124.7347744,91.48308271,8.278673591,68.53643643,532,R
NT,8/31/2012,86540.37,329.2102041,126.0607143,90.24489796,7.67555056,58.9140764,196,R
NT,9/1/2012,368039,320.3172535,88.59319249,89.69953052,8.335260313,69.47656448,426,R
NT,9/2/2012,262316.4,331.3655718,87.46812652,88.94890511,8.22191109,67.59982197,411,R
NT,9/3/2012,155947.86,324.1419795,92.60511945,90.14675768,8.29892909,68.87222404,293,R
NT,9/4/2012,950448.32,331.9786629,153.1502134,91.6571835,7.989343082,63.82960288,703,R
NT,9/5/2012,314486.4,326.4233333,194.020303,91.27272727,8.141128751,66.27797734,330,R
NT,9/6/2012,247325.44,324.6859331,90.64707521,89.54038997,8.089092654,65.43341996,359,R
NT,9/7/2012,240940.12,325.905914,202.4168459,90.92114695,8.196828926,67.18800444,279,R
NT,9/8/2012,542601.16,322.7911215,84.72953271,88.90841121,8.04976471,64.79871189,535,R
NT,9/9/2012,104205.12,327.3856828,85.32202643,88.6123348,8.031984035,64.51276753,227,R
NT,9/10/2012,188977.26,322.9544892,93.06037152,89.87616099,8.055908375,64.89765975,323,R
NT,9/11/2012,320328.4,328.3553922,95.73651961,90.96323529,7.892777859,62.29594233,408,R
NT,9/12/2012,121864.75,318.380303,86.85887446,90.2987013,8.423153806,70.94952005,231,R
NT,9/13/2012,630329.15,329.3021886,97.29292929,90.68855219,8.240215431,67.90115035,594,R
NT,9/14/2012,507122,319.9111794,143.1638821,91.71744472,8.512885936,72.46922695,407,R
NT,9/15/2012,751026.66,326.3675816,98.75222552,91.61869436,8.093345133,65.50223544,674,R
NT,9/16/2012,467516.01,329.8182642,210.0854922,91.57772021,8.156929712,66.53550232,386,R
NT,9/17/2012,1028225.74,325.0264554,106.3099612,91.8538163,8.32659772,69.33222959,773,R
NT,9/18/2012,1196921.52,334.8288937,213.3122271,91.95342067,7.998224061,63.97158814,687,R
NT,9/19/2012,1036786.4,324.4298507,120.5125373,90.63731343,8.398774482,70.5394128,670,R
NT,9/20/2012,1033537.7,331.2361111,133.9357881,91.17829457,7.976468898,63.62405608,774,R
NT,9/21/2012,978847.4,325.7196546,155.6149671,93.01809211,8.186942731,67.02603128,608,R
NT,9/22/2012,1090792.32,327.6596128,107.9256342,91.34712951,8.184515373,66.98629188,749,R
NT,9/23/2012,666883.8,323.7461538,213.2027778,93.14529915,8.120890614,65.94886436,468,R
NT,9/24/2012,958651.84,320.4352394,73.25784574,91.74601064,8.225232202,67.65444478,752,R
NT,9/25/2012,451297.04,328.8837292,135.6427553,90.45130641,7.797168561,60.79583757,421,R
NT,9/26/2012,563587.75,322.318206,96.67388988,89.59857904,8.318747731,69.20156381,563,R
NT,9/27/2012,369943.96,333.9778153,207.279955,91.95720721,8.016938464,64.27130234,444,R
NT,9/28/2012,797697.55,324.9485833,206.9788333,92.48833333,7.885440011,62.18016416,600,R
NT,9/29/2012,123150.28,325.5821705,121.9523256,89.57364341,8.342638306,69.59961391,258,R
NT,9/30/2012,48501.16,317.0282443,102.2625954,90.23664122,7.681978973,59.01280094,131,R
NT,10/1/2012,324226.28,326.6343066,107.5136253,92.42579075,8.062936374,65.01094297,411,R
NT,10/2/2012,619391.51,326.7563397,211.5655502,91.99521531,8.262769411,68.27335835,418,R
NT,10/3/2012,773507.86,325.9197605,122.677994,92.98652695,8.093427354,65.50356633,668,R
NT,10/4/2012,249769.17,333.1512821,145.9165242,91.93732194,7.811460643,61.01891738,351,R
NT,10/5/2012,329743.84,317.8893791,236.0509804,92.40849673,7.837266567,61.42274724,306,R
NT,10/6/2012,1010281.5,334.8418231,126.2099196,92.35656836,7.732017702,59.78409774,746,R
NT,10/7/2012,170615.5,320.0520968,68.96548387,91.92903226,7.930613069,62.89462366,310,R
NT,10/8/2012,355997.6,328.8656818,134.3802273,91.56136364,8.194717892,67.15340133,440,R
NT,10/9/2012,413961.12,320.345092,130.2843558,89.95705521,8.186179493,67.01353469,326,R
NT,10/10/2012,630791.1,324.4228995,78.57429984,90.54695222,8.144569539,66.33401297,607,R
NT,10/11/2012,252747,327.5815113,154.7787781,90.54019293,7.89676283,62.35886319,311,R
NT,10/12/2012,1484580,323.4093256,85.92634352,90.36248683,8.112688955,65.81572208,949,R
NT,10/13/2012,621765.9,330.8560954,110.5565371,90.65194346,8.129094787,66.08218206,566,R
NT,10/14/2012,590374.4,329.7399446,134.3553506,90.70848708,7.968507905,63.49711822,542,R
NT,10/15/2012,385751.16,330.5112832,110.4318584,90.55309735,8.402001354,70.59362675,452,R
NT,10/16/2012,155076.2,328.6828125,141.6601563,91.88671875,7.700704028,59.30084252,256,R
NT,10/17/2012,211840,329.1760479,104.8392216,90.29341317,7.981819716,63.70944597,334,R
NT,10/18/2012,116161.42,329.7934146,164.7995122,91.25853659,8.16595562,66.68283118,205,R
NT,10/19/2012,424430.08,328.8237945,102.8821803,91.34381551,8.074965756,65.20507197,477,R
NT,10/20/2012,112555.08,333.4954148,181.4524017,91.36681223,8.090276754,65.45257795,229,R
NT,10/21/2012,334998.5,321.7648241,80.36432161,90.84673367,8.069229853,65.11247041,398,R
NT,10/22/2012,816782.4,329.9465323,121.9543548,91.4,7.912975786,62.61518578,620,R
NT,10/23/2012,1160413.2,334.0205548,174.8048364,93.13229018,7.771001048,60.38845728,703,R
NT,10/24/2012,754768.91,327.8627132,123.7145736,92.25891473,8.116175211,65.87230006,645,R
NT,10/25/2012,358538.68,327.4174556,229.2860947,92.28994083,8.052053537,64.83556617,338,R
NT,10/26/2012,74317.74,323.3393162,54.29102564,89.34188034,8.285840234,68.65514838,234,R
NT,10/27/2012,111862.08,328.0617155,93.33472803,89.79497908,8.253075305,68.113252,239,R
NT,10/28/2012,247873.83,323.8207031,71.26510417,89.1796875,8.073843524,65.18694925,384,R
NT,10/29/2012,205747.68,330.3559172,85.86893491,90.04142012,7.839529319,61.45821994,338,R
NT,10/30/2012,401366.16,323.6485748,134.7752969,92.36104513,8.281522913,68.58362176,421,R
NT,10/31/2012,703538.54,328.691709,125.0957699,92.51099831,8.113566637,65.82996358,591,R
NT,11/1/2012,89963.88,322.1909341,107.5192308,90.19230769,8.599199896,73.94623884,182,R
NT,11/2/2012,178279.09,326.3204969,123.9350932,90.21428571,8.374455724,70.13150868,322,R
NT,11/3/2012,130875.57,325.7529817,190.3527523,92.35779817,8.11100741,65.78844121,218,R
NT,11/4/2012,305998.98,327.2222472,129.5626966,92.88539326,7.96743867,63.48007896,445,R
NT,11/5/2012,67623.6,323.2423529,116.8970588,90.08235294,7.928245909,62.85708319,170,R
NT,11/6/2012,51471,319.5516043,56.1631016,89.49197861,7.980735531,63.69213961,187,R
NT,11/7/2012,22076.04,323.2048077,79.71634615,88.47115385,8.019341583,64.30983943,104,R
NT,11/8/2012,31973.46,324.1385321,108.2853211,89.20183486,7.712159491,59.47740401,109,R
NT,11/9/2012,5811.31,328.925,98.57833333,90,7.615773106,58,60,R
NT,11/10/2012,14463.36,321.8992958,105.5957746,90.21126761,8.469973002,71.74044266,71,R
NT,11/11/2012,91173.62,322.4159184,57.21918367,90.25306122,8.200937123,67.25536969,245,R
NT,11/12/2012,39010.4,324.7752174,121.3486957,89.64347826,8.542146598,72.9682685,115,R
NT,11/13/2012,37397.5,320.569281,55.71437908,90.30718954,8.504086514,72.31948744,153,R
NT,11/14/2012,83740.65,329.9340116,224.422093,94.19186047,7.347939443,53.99221406,172,R
NT,11/15/2012,82805.96,334.0482833,173.5150215,92.79399142,8.094301845,65.51772236,233,R
NT,11/16/2012,57076.48,325.8638728,86.36936416,88.94219653,7.688492596,59.1129184,173,R
NT,11/17/2012,28256.5,325.50625,88.74044118,92.30147059,8.475952784,71.8417756,136,R
NT,11/18/2012,62316.6,322.4228495,88.56612903,91.72580645,8.346229487,69.65954664,186,R
NT,11/19/2012,116472.96,323.6419444,167.8588889,90.77777778,7.95205996,63.2352576,180,R
NT,11/20/2012,162911.36,326.8007886,100.4867508,92.14511041,8.204530417,67.31431937,317,R
NT,11/21/2012,109186.56,331.3194712,140.6264423,91.33173077,8.280152212,68.56092066,208,R
NT,11/22/2012,351854.1,329.1847877,211.6688679,93.70283019,8.035758823,64.57341987,424,R
NT,11/23/2012,75317.31,329.6055,119.8445,91.295,8.225953229,67.66630653,200,R
NT,11/24/2012,22905.02,325.5509615,129.9846154,89.70192308,7.929152072,62.87145258,104,R
NT,11/25/2012,117333.1,324.4027559,81.3507874,89.74015748,8.707102728,75.81363792,254,R
NT,11/26/2012,9097.72,320.8017544,95.15438596,87.12280702,7.948652571,63.18107769,57,R
NT,11/27/2012,22500.39,324.5915966,101.8369748,90.84033613,8.464265056,71.64378294,119,R
NT,11/28/2012,7806.15,330.4932203,139.3440678,90.49152542,8.664976832,75.0818235,59,R
NT,11/29/2012,6742.4,325.7555556,320.7666667,91.27777778,7.574576809,57.37421384,54,R
NT,11/30/2012,13617.45,321.7390411,99.79315068,88.69863014,7.823903778,61.21347032,73,R
NT,12/1/2012,60802.5,320.3279487,81.05333333,94.16923077,7.852183157,61.65678033,195,R
NT,12/2/2012,55850.73,326.4155689,109.1676647,91.91017964,7.761370475,60.23887165,167,R
NT,12/3/2012,12018.6,319.2875,53.42380952,88.76190476,8.377564772,70.18359151,84,R
NT,12/4/2012,129682.2,322.2884615,93.23279352,91.048583,8.418286571,70.8675488,247,R
NT,12/5/2012,221239.9,326.6235088,159.4792982,92.24561404,8.056317401,64.90425006,285,R
NT,12/6/2012,583512.36,324.9388792,106.1563923,92.08231173,8.036881143,64.59145851,571,R
NT,12/7/2012,306538.54,339.1851759,155.6263819,92.34924623,7.906005557,62.50492386,398,R
NT,12/8/2012,218844.5,328.1219764,103.4259587,91.55162242,8.037605145,64.60309647,339,R
NT,12/9/2012,20255.25,330.7659574,122.0712766,89.53191489,8.303001307,68.9398307,94,R
NT,12/10/2012,7157.98,316.7551471,46.38529412,90.61764706,7.94952249,63.19490781,68,R
NT,12/11/2012,29462.4,326.1735537,110.4479339,90.88429752,8.596695182,73.90316804,121,R
NT,12/12/2012,4969.38,321.3605263,110.0421053,89.23684211,7.261279057,52.72617354,38,R
NT,12/13/2012,28621.6,317.5903846,57.70384615,89.36153846,8.486198413,72.01556351,130,R
NT,12/14/2012,9313.92,322.8294643,138.2642857,87.32142857,6.938973314,48.14935065,56,R
NT,12/15/2012,5200.59,326.3730769,62.32461538,89.98461538,7.938223014,63.01538462,65,R
NT,12/16/2012,10.88,336.0666667,74.8,90.66666667,8.326663998,69.33333333,3,R
NT,12/17/2012,4,321.2,26.8,82.5,0.707106781,0.5,2,R
NT,12/18/2012,133.34,323.9136364,33.93636364,86.54545455,5.698484647,32.47272727,11,R
NT,12/19/2012,144.42,315.27,110.14,79,1.58113883,2.5,5,R
NT,12/20/2012,3607.17,321.4009091,47.44545455,87.21818182,7.020316837,49.28484848,55,R
NT,12/22/2012,252.56,315.9321429,53.18571429,96.28571429,7.640263502,58.37362637,14,R
NT,12/23/2012,322.92,323.485,85.65,85.4,7.974960815,63.6,10,R
NT,12/24/2012,606.1,322.6941176,70.71176471,87.94117647,8.849227284,78.30882353,17,R
NT,12/25/2012,30.21,324.11,33.66,87,8.154753215,66.5,5,R
NT,12/26/2012,3448.62,336.0128571,297.38,93.62857143,7.669978581,58.82857143,35,R
NT,12/27/2012,2203.78,328.7986842,77.51842105,91.47368421,8.083138413,65.3371266,38,R
NT,12/28/2012,1180.02,322.6175,79.555,84.8,5.176871642,26.8,20,R
NT,12/29/2012,2267.8,321.4233333,80.35,84.73333333,7.528947966,56.68505747,30,R
NT,12/30/2012,796.25,324.1975,75.545,89.3,7.961089584,63.37894737,20,R
NT,12/31/2012,1051.83,326.6282609,131.0782609,90.08695652,7.519145524,56.53754941,23,R
NT,1/1/2013,14.7,309.875,68.2,81.5,3.535533906,12.5,2,R
NT,1/2/2013,3285.3,320.1305556,169.15,90.11111111,8.095070026,65.53015873,36,R
NT,1/3/2013,5071.29,329.5744681,113.7531915,88.59574468,8.192413178,67.11563367,47,R
NT,1/4/2013,3890.08,351.5473214,254.7571429,96.14285714,7.224776993,52.1974026,56,R
NT,1/5/2013,7440,319.5379032,69.57419355,89.83870968,8.35717724,69.84241142,62,R
NT,1/6/2013,40252.68,330.7437984,159.8193798,91.40310078,7.640884459,58.38311531,129,R
NT,1/7/2013,136356.12,330.7486381,174.0677043,90.0233463,8.123523886,65.99164032,257,R
NT,1/8/2013,179069.64,344.8752852,295.1920152,94.50570342,7.38363712,54.51809712,263,R
NT,1/9/2013,151009.96,327.2592727,97.35163636,92.57454545,7.800248409,60.84387525,275,R
NT,1/10/2013,113418.72,332.1830317,124.399095,91.91402715,8.276298721,68.49712053,221,R
NT,1/11/2013,213266.5,327.6505455,142.8141818,92.02545455,7.931003061,62.90080956,275,R
NT,1/12/2013,50068.2,328.5962838,124.1189189,90.66891892,8.527975981,72.72637433,148,R
NT,1/13/2013,14730.48,330.9925676,149.0540541,91.75675676,7.381596536,54.48796742,74,R
NT,1/14/2013,77196.06,321.4846512,90.13395349,91.80930233,8.59938636,73.94944577,215,R
NT,1/15/2013,3717.9,316.5820513,70.53846154,87.35897436,7.016848818,49.23616734,39,R
NT,1/16/2013,27080.82,321.9757937,56.43333333,91.3015873,7.855973362,61.71631746,126,R
NT,1/17/2013,4231.5,328.675,128.5684211,92.07894737,7.950460055,63.20981508,38,R
NT,1/18/2013,33.75,319.25,147.7,81.66666667,3.785938897,14.33333333,3,R
NT,1/19/2013,5.28,330.55,64.8,89,15.55634919,242,2,R
NT,1/20/2013,9.88,326.625,43.2,80.5,2.121320344,4.5,2,R
NT,1/21/2013,1.92,292.65,20.1,81,,,1,R
NT,1/22/2013,1.32,329.45,54.6,92,,,1,R
NT,1/23/2013,40.92,329.9416667,75.98333333,92.16666667,9.432214303,88.96666667,6,R
NT,1/24/2013,1.32,353.45,119.7,100,,,1,R
NT,1/25/2013,560.26,315.7710526,55.18421053,92.15789474,7.953078774,63.25146199,19,R
